pub_date,title,authors,doi,ark,journal,collaboration,num_yellowstone_authors,yellowstone_authors,sum_author_charges,other_ncar_authors
2007-03-01,Global and regional threats to coral reefs: Results of a survey of coral reef researchers,"Kleypas, J.; Eakin, C.",,http://n2t.net/ark:/85065/d7fq9ww7,Bulletin of Marine Science,UCAR and Other,1,"Kleypas, J.",206.9,
2007-06-01,Description and evaluation of the characteristics of the NCAR high-resolution land data assimilation system,"Chen, F.; Manning, K.; Lemone, M.; et al",10.1175/JAM2463.1,http://n2t.net/ark:/85065/d7p84c4z,Journal of Applied Meteorology and Climatology,UCAR and University,2,"Manning, K.; Tewari, M.",13434337.4,"Chen, F.; Lemone, M.; Trier, S.; Alfieri, J.; Roberts, R.; Horst, T.; Oncley, S."
2007-06-28,On the effects of parameterized Mediterranean overflow on North Atlantic ocean circulation and climate,"Wu, W.; Danabasoglu, G.; Large, W.",10.1016/j.ocemod.2007.06.003,http://n2t.net/ark:/85065/d7930td8,Ocean Modelling,UCAR only,2,"Wu, W.; Danabasoglu, G.",5175499.9,"Large, W."
2007-12-14,Influence of carbon-nitrogen cycle coupling on land model response to CO₂ fertilization and climate variability,"Thornton, P.; Lamarque, J.; Rosenbloom, N.; et al",10.1029/2006GB002868,http://n2t.net/ark:/85065/d7nc61fb,Global Biogeochemical Cycles,UCAR only,3,"Lamarque, J.; Rosenbloom, N.; Mahowald, N.",16458320.5,"Thornton, P."
2007-01-01,Resolution convergence and sensitivity studies with North Atlantic circulation models. Part I: The western boundary current system,"Bryan, F.; Hecht, M.; Smith, R.",10.1016/j.ocemod.2006.08.005,http://n2t.net/ark:/85065/d7hm58qm,Ocean Modelling,UCAR and Other,1,"Bryan, F.",1340361.6,"Hecht, M."
2007-11-01,Comment on Fumigation of pollutants in and above the entrainment zone into a growing convective boundary layer: A large-eddy simulation,"Kim, S.; Moeng, C.; Weil, J.; et al",10.1016/j.atmosenv.2007.07.017,http://n2t.net/ark:/85065/d7vt1sc0,Atmospheric Environment,UCAR and Other,3,"Moeng, C.; Weil, J.; Barth, M.",418431.0,"Kim, S."
2007-08-08,"Impact of circulation on export production, dissolved organic matter, and dissolved oxygen in the ocean: Results from Phase II of the Ocean Carbon-cycle Model Intercomparison Project (OCMIP-2)","Najjar, R.; Jin, X.; Louanchi, F.; et al",10.1029/2006GB002857,http://n2t.net/ark:/85065/d7r49r0v,Global Biogeochemical Cycles,"UCAR, University and Other",1,"Lindsay, K.",8780868.5,
2007-08-01,High-order Galerkin methods for scalable global atmospheric models,"Levy, M.; Nair, R.; Tufo, H.",10.1016/j.cageo.2006.12.004,http://n2t.net/ark:/85065/d7gm87k7,Computers & Geosciences,UCAR and University,1,"Nair, R.",5894.4,"Tufo, H."
2008-03-01,The 3D Primitive Equations in the absence of viscosity: Boundary conditions and well-posedness in the linearized case,"Rousseau, A.; Temam, R.; Tribbia, J.",10.1016/j.matpur.2007.12.001,http://n2t.net/ark:/85065/d7bv7gwz,Journal de mathematiques pures et appliquées,"UCAR, University and Other",1,"Tribbia, J.",22067.4,
2007-09-28,Applying automated memory analysis to improve iterative algorithms,"Dennis, J.; Jessup, E.",10.1137/060661533,http://n2t.net/ark:/85065/d7zk5gxg,SIAM (Society for Industrial and Applied Mathematics) Journal on Scientific Computing,UCAR and University,1,"Dennis, J.",409583.6,
2007-09-01,Multivariate Bayesian analysis of atmosphere-ocean general circulation models,"Furrer, R.; Sain, S.; Nychka, D.; et al",10.1007/s10651-007-0018-z,http://n2t.net/ark:/85065/d7tx3fmg,Environmental and Ecological Statistics,UCAR and University,2,"Sain, S.; Nychka, D.",2552.0,"Meehl, G."
2007-09-04,Spicule emission profiles observed in He I 10 830 Å,"Sanchez-Andrade Nuno, B.; Centeno Elliott, R.; Puschmann, K.; et al",10.1051/0004-6361:20077936,http://n2t.net/ark:/85065/d7kd1z5r,Astronomy and Astrophysics,UCAR and Other,1,"Centeno Elliott, R.",22.4,
2007-09-01,Experimental implementation of an ensemble adjustment filter for an intermediate ENSO model,"Anderson, J.; Karspeck, A.",10.1175/JCLI4245.1,http://n2t.net/ark:/85065/d7639pz8,Journal of Climate,UCAR only,2,"Anderson, J.; Karspeck, A.",7894799.8,
2007-03-01,An adaptive covariance inflation error correction algorithm for ensemble filters,"Anderson, J.",10.1111/j.1600-0870.2006.00216.x,http://n2t.net/ark:/85065/d7p55ns4,Tellus Series A: Dynamic Meteorology and Oceanography,UCAR only,1,"Anderson, J.",6.6,
2007-06-01,Exploring the need for localization in ensemble data assimilation using a hierarchical ensemble filter,"Anderson, J.",10.1016/j.physd.2006.02.011,http://n2t.net/ark:/85065/d7jd4x2t,Physica D: Nonlinear Phenomena,UCAR only,1,"Anderson, J.",6.6,
2007-07-01,Modeling storm-time electrodynamics of the low latitude ionosphere-thermosphere system: Can long-lasting disturbance electric fields be accounted for?,"Maruyama, N.; Sazykin, S.; Spiro, R.; et al",10.1016/j.jastp.2006.08.020,http://n2t.net/ark:/85065/d78w3djv,Journal of Atmospheric and Solar-Terrestrial Physics,"UCAR, University and Other",1,"Richmond, A.",,
2007-09-18,Cloud-scale model intercomparison of chemical constituent transport in deep convection,"Barth, M.; Kim, S.; Wang, C.; et al",10.5194/acp-7-4709-2007,http://n2t.net/ark:/85065/d7542nvw,Atmospheric Chemistry and Physics,"UCAR, University and Other",1,"Barth, M.",401573.2,"Kim, S.; Barthe, C."
2007-03-22,Measurements of Pollution in the Troposphere (MOPITT) validation exercises during summer 2004 field campaigns over North America,"Emmons, L.; Pfister, G.; Edwards, D.; et al",10.1029/2006JD007833,http://n2t.net/ark:/85065/d71g0mhf,Journal of Geophysical Research-Atmospheres,"UCAR, University and Other",2,"Emmons, L.; Pfister, G.",2563215.7,"Edwards, D.; Gille, J."
2007-06-23,On the use of nonmethane hydrocarbons for the determination of age spectra in the lower stratosphere,"Ehhalt, D.; Rohrer, F.; Blake, D.; et al",10.1029/2006JD007686,http://n2t.net/ark:/85065/d7wq0420,Journal of Geophysical Research-Atmospheres,"UCAR, University and Other",1,"Kinnison, D.",13678160.9,"Ehhalt, D."
2007-05-01,Characterization of uncertainty in outdoor sound propagation predictions,"Wilson, D.; Andreas, E.; Pettit, C.; et al",10.1121/1.2716159,http://n2t.net/ark:/85065/d7n58mm9,Journal of the Acoustical Society of America Express Letters,"UCAR, University and Other",2,"Patton, E.; Sullivan, P.",29597067.0,
2007-08-01,A review of surface ozone in the polar regions,"Helmig, D.; Oltmans, S.; Carlson, D.; et al",10.1016/j.atmosenv.2006.09.053,http://n2t.net/ark:/85065/d7hd7vwk,Atmospheric Environment,"UCAR, University and Other",1,"Lamarque, J.",7153687.7,
2007-08-30,The effect of harmonized emissions on aerosol properties in global models - an AeroCom experiment,"Textor, C.; Schulz, M.; Guibert, S.; et al",10.5194/acp-7-4489-2007,http://n2t.net/ark:/85065/d7cn7446,Atmospheric Chemistry and Physics,"UCAR, University and Other",2,"Lamarque, J.; Tie, X.",7186735.7,"Fillmore, D.; Horowitz, L."
2007-07-01,Tropical Pacific - mid-latitude teleconnections in medieval times,"Graham, N.; Hughes, M.; Ammann, C.; et al",10.1007/s10584-007-9239-2,http://n2t.net/ark:/85065/d77w6cfx,Climatic Change,UCAR and Other,1,"Ammann, C.",0.2,"Hoerling, M."
2007-01-16,Predicting magnetopause crossings at geosynchronous orbit during the Halloween storms,"Lopez, R.; Hernandez, S.; Wiltberger, M.; et al",10.1029/2006SW000222,http://n2t.net/ark:/85065/d70g3kdh,Space Weather,"UCAR, University and Other",1,"Wiltberger, M.",2063680.9,
2008-04-01,Evaluation of a CCSM3 Simulation with a Finite Volume Dynamical Core for the Atmosphere at 10 Latitude W 1.250 Longitude Resolution,"Bala, G.; Rood, R.; Mirrin, A.; et al",10.1175/2007JCLI2060.1,http://n2t.net/ark:/85065/d7qz2b6w,Journal of Climate,"UCAR, University and Other",1,"Neale, R.",3935881.0,"Rasch, P."
2007-06-05,Radiation belt electrons respond to multiple solar wind inputs,"Rigler, E.; Wiltberger, M.; Baker, D.",10.1029/2006JA012181,http://n2t.net/ark:/85065/d7gf0tq9,Journal of Geophysical Research-Space Physics,UCAR and University,1,"Wiltberger, M.",2063680.9,"Rigler, E.; Baker, D."
2008-05-01,A Chronology of El Niño events from primary documentary sources in northern Peru,"Garcia-Herrera, R.; Diaz, H.; Garcia, R.; et al",10.1175/2007JCLI1830.1,http://n2t.net/ark:/85065/d737790v,Journal of Climate,UCAR and Other,1,"Garcia, R.",384395.7,
2007-05-01,Mesoscale convective vortex formation in a weakly sheared moist neutral environment,"Conzemius, R.; Moore, R.; Montgomery, M.; et al",10.1175/JAS3898.1,http://n2t.net/ark:/85065/d7zg6sh5,Journal of the Atmospheric Sciences,"UCAR, University and Other",1,"Davis, C.",122216.9,
2007-03-06,Solar influence on climate during the past millennium: Results from transient simulations with the NCAR Climate System Model,"Ammann, C.; Joos, F.; Schimel, D.; et al",10.1073/pnas.0605064103,http://n2t.net/ark:/85065/d7k64j9n,Proceedings of the National Academy of Sciences of the United States of America,UCAR and Other,3,"Ammann, C.; Otto-Bliesner, B.; Tomas, R.",9800667.3,"Joos, F.; Schimel, D."
2007-05-03,A meteorological overview of the MILAGRO field campaigns,"Fast, J.; deFoy, B.; Acevedo Rosas, F.; et al",10.5194/acp-7-2233-2007,http://n2t.net/ark:/85065/d76110kb,Atmospheric Chemistry and Physics,"UCAR, University and Other",3,"Emmons, L.; Skamarock, W.; Tie, X.",852348.4,"McKenna, D.; Wiedinmyer, C.; Madronich, S."
2007-05-01,"Causes of a fresher, colder northern North Atlantic in late 20th century in a coupled model","Hu, A.; Meehl, G.; Han, W.",10.1016/j.pocean.2006.07.008,http://n2t.net/ark:/85065/d72807vm,Progress in Oceanography,UCAR and Other,1,"Hu, A.",2881398.8,"Meehl, G."
2007-06-01,Frameworks for visualization at the extreme scale,"Joy, K.; Miller, M.; Childs, H.; et al",10.1088/1742-6596/78/1/012035,http://n2t.net/ark:/85065/d7sq90m0,Journal of Physics: Conference Series,"UCAR, University and Other",1,"Clyne, J.",3.6,
2007-01-01,Resolution of the 180° ambiguity for inverse horizontal magnetic field configurations,"Li, J.; Amari, T.; Fan, Y.",10.1086/509062,http://n2t.net/ark:/85065/d7nz87w8,The Astrophysical Journal,UCAR and University,1,"Fan, Y.",14599477.7,
2007-03-21,Validation of satellite ozone profile retrievals using Beijing ozonesonde data,"Bian, J.; Gettelman, A.; Chen, H.; et al",10.1029/2006JD007502,http://n2t.net/ark:/85065/d7j67h6q,Journal of Geophysical Research-Atmospheres,UCAR and Other,1,"Gettelman, A.",869595.4,"Pan, L."
2007-04-01,Advances in the use of historical marine climate data,"Kent, E.; Woodruff, S.; Rayner, N.; et al",10.1175/BAMS-88-4-559,http://n2t.net/ark:/85065/d7dj5fvv,Bulletin of the American Meteorological Society,UCAR and Other,1,"Worley, S.",,
2007-04-20,A simulation study of thermospheric neutral winds over the MU radar,"Lei, J.; Roble, R.; Kawamura, S.; et al",10.1029/2006JA012038,http://n2t.net/ark:/85065/d78s4q50,Journal of Geophysical Research-Space Physics,"UCAR, University and Other",1,"Roble, R.",2122.0,"Lei, J."
2007-02-01,An analysis of neutral wind generated currents during geomagnetic storms,"Wang, W.; Burns, A.; Wiltberger, M.; et al",10.1016/j.jastp.2006.06.014,http://n2t.net/ark:/85065/d7513zfk,Journal of Atmospheric and Solar-Terrestrial Physics,UCAR only,1,"Wiltberger, M.",2063680.9,"Wang, W.; Burns, A.; Solomon, S.; Killeen, T."
2007-11-01,Convective episodes in the east-central United States,"Parker, M.; Ahijevych, D.",10.1175/2007MWR2098.1,http://n2t.net/ark:/85065/d7wh2q6h,Monthly Weather Review,UCAR and University,1,"Ahijevych, D.",2315.7,
2007-05-12,Observed temperature advection by tropical instability waves,"Jochum, M.; Cronin, M.; Kessler, W.; et al",10.1029/2007GL029416,http://n2t.net/ark:/85065/d7rr1zgs,Geophysical Research Letters,UCAR and Other,1,"Shea, D.",17.7,"Jochum, M."
2007-07-01,Mechanisms governing interannual variability of upper-ocean temperature in a global ocean hindcast simulation,"Doney, S.; Yeager, S.; Danabasoglu, G.; et al",10.1175/JPO3089.1,http://n2t.net/ark:/85065/d7n016s6,Journal of Physical Oceanography,"UCAR, University and Other",2,"Yeager, S.; Danabasoglu, G.",5131709.5,"Large, W."
2007-04-18,Improved modeling of permafrost dynamics in a GCM land-surface scheme,"Nicolsky, D.; Romanovsky, V.; Alexeev, V.; et al",10.1029/2007GL029525,http://n2t.net/ark:/85065/d7cj8drx,Geophysical Research Letters,UCAR and Other,1,"Lawrence, D.",4521267.3,
2007-03-01,Characterizations of chemical oxidants in Mexico City: A regional chemical dynamical model (WRF-Chem) study,"Tie, X.; Madronich, S.; Li, G.; et al",10.1016/j.atmosenv.2006.10.053,http://n2t.net/ark:/85065/d7m32w1q,Atmospheric Environment,UCAR and University,2,"Tie, X.; Liu, Y.",69937.0,"Madronich, S.; Lee-Taylor, J."
2007-03-01,Steps for building a calibrated flux-transport dynamo for the Sun,"Dikpati, M.; Gilman, P.",10.1007/s11207-007-0380-x,http://n2t.net/ark:/85065/d7tm7bb2,Solar Physics,UCAR only,1,"Dikpati, M.",6255871.1,"Gilman, P."
2007-03-31,Spatial patterns of probabilistic temperature change projections from a multivariate Bayesian analysis,"Furrer, R.; Knutti, R.; Sain, S.; et al",10.10.1029/2006GL027754,http://n2t.net/ark:/85065/d7fb536f,Geophysical Research Letters,UCAR and University,2,"Sain, S.; Nychka, D.",2552.0,"Knutti, R.; Meehl, G."
2007-09-27,A numerical study of the South Atlantic Circulation at the Last Glacial Maximum,"Clauzet, G.; Wainer, I.; Lazar, A.; et al",10.1016/j.palaeo.2007.06.018,http://n2t.net/ark:/85065/d75t3kqj,"Palaeogeography, Palaeoclimatology, Palaeoecology","UCAR, University and Other",2,"Brady, E.; Otto-Bliesner, B.",5607047.7,
2007-09-01,A spatial model for multivariate lattice data,"Sain, S.; Cressie, N.",10.1016/j.jeconom.2006.09.010,http://n2t.net/ark:/85065/d7nv9jhd,Journal of Econometrics,UCAR and University,1,"Sain, S.",2314.2,
2007-06-23,Robustness of proxy-based climate field reconstruction methods,"Mann, M.; Rutherford, S.; Wahl, E.; et al",10.1029/2006JD008272,http://n2t.net/ark:/85065/d74t6jn2,Journal of Geophysical Research-Atmospheres,UCAR and University,1,"Ammann, C.",0.2,
2007-09-01,Compressible thermal starting plume,"Rast, M.; Mendoza, J.; Clyne, J.",10.1007/BF03181684,http://n2t.net/ark:/85065/d7154h9x,Journal of Visualization,UCAR and University,2,"Mendoza, J.; Clyne, J.",91123.0,"Rast, M."
2007-03-27,Global atmospheric forcing data for Arctic ice-ocean modeling,"Hunke, E.; Holland, M.",10.1029/2006JC003640,http://n2t.net/ark:/85065/d7wd40v2,Journal of Geophysical Research-Oceans,UCAR and Other,1,"Holland, M.",1193848.9,
2007-08-31,Transport above the Asian summer monsoon anticyclone inferred from Aura Microwave Limb Sounder tracers,"Park, M.; Randel, W.; Gettelman, A.; et al",10.1029/2006JD008294,http://n2t.net/ark:/85065/d7rn384r,Journal of Geophysical Research-Atmospheres,UCAR and Other,1,"Gettelman, A.",869595.4,"Park, M.; Randel, W.; Massie, S."
2007-05-08,Observational constraints on the chemistry of isoprene nitrates over the Eastern United States,"Horowitz, L.; Fiore, A.; Milly, G.; et al",10.1029/2006JD007747,http://n2t.net/ark:/85065/d7mw2hd1,Journal of Geophysical Research-Atmospheres,"UCAR, University and Other",3,"Hess, P.; Emmons, L.; Lamarque, J.",7571921.7,"Horowitz, L."
2007-05-01,Radar-observed characteristics of precipitating systems during NAME 2004,"Lang, T.; Ahijevych, D.; Nesbitt, S.; et al",10.1175/JCLI4082.1,http://n2t.net/ark:/85065/d7cc10xt,Journal of Climate,UCAR and University,1,"Ahijevych, D.",2315.7,"Carbone, R."
2007-08-01,Sensitivity of cloud-resolving simulations of warm-season convection to cloud microphysics parameterizations,"Liu, C.; Moncrieff, M.",10.1175/MWR3437.1,http://n2t.net/ark:/85065/d73x86wj,Monthly Weather Review,UCAR only,1,"Liu, C.",19041379.3,"Moncrieff, M."
2007-06-01,Examining the two-way grid nesting for large-eddy simulation of the PBL using the WRF model,"Moeng, C.; Dudhia, J.; Klemp, J.; et al",10.1175/MWR3406.1,http://n2t.net/ark:/85065/d7057g60,Monthly Weather Review,UCAR only,4,"Moeng, C.; Dudhia, J.; Klemp, J.; Sullivan, P.",24957787.9,
2007-01-26,An analysis of the momentum forcing in the high-latitude lower thermosphere,"Kwak, Y.; Richmond, A.",10.1029/2006JA011910,http://n2t.net/ark:/85065/d7kw5g8n,Journal of Geophysical Research-Space Physics,UCAR only,1,"Richmond, A.",,"Kwak, Y."
2007-04-01,Sustained magnetoshear instabilities in the solar Tachocline,"Miesch, M.",10.1086/515571,http://n2t.net/ark:/85065/d7bc3zs2,The Astrophysical Journal Letters,UCAR only,1,"Miesch, M.",90716.3,
2007-10-20,Onset of coronal mass ejections due to loss of confinement of coronal flux ropes,"Fan, Y.; Gibson, S.",10.1086/521335,http://n2t.net/ark:/85065/d76q1xhh,The Astrophysical Journal,UCAR only,1,"Fan, Y.",14599477.7,"Gibson, S."
2007-05-01,Arctic Sea ice decline: Faster than forecast,"Stroeve, J.; Holland, M.; Meier, W.; et al",10.1029/2007GL029703,http://n2t.net/ark:/85065/d72z15tm,Geophysical Research Letters,"UCAR, University and Other",1,"Holland, M.",1193848.9,
2007-12-01,Observational evidence of winter spice injection,"Yeager, S.; Large, W.",10.1175/2007JPO3629.1,http://n2t.net/ark:/85065/d71z44p7,Journal of Physical Oceanography,UCAR only,1,"Yeager, S.",469631.3,"Large, W."
2007-02-01,Nonlinear evolution of global magnetoshear instabilities in a three-dimensional thin-shell model of the solar tachocline,"Miesch, M.; Gilman, P.; Dikpati, M.",10.1086/509880,http://n2t.net/ark:/85065/d7x63n68,"The Astrophysical Journal, Supplement Series",UCAR only,2,"Miesch, M.; Dikpati, M.",6346587.4,"Gilman, P."
2007-04-01,Roll circulations in the convective region of a simulated squall line,"Bryan, G.; Rotunno, R.; Fritsch, J.",10.1175/JAS3899.1,http://n2t.net/ark:/85065/d7sf2wdn,Journal of the Atmospheric Sciences,"UCAR, University and Other",2,"Bryan, G.; Rotunno, R.",6752797.1,
2007-07-01,"Evidence of impact of aerosols on surface ozone concentration in Tianjin, China","Bian, H.; Han, S.; Tie, X.; et al",10.1016/j.atmosenv.2007.03.041,http://n2t.net/ark:/85065/d7np24p9,Atmospheric Environment,"UCAR, University and Other",1,"Tie, X.",33048.0,
2007-01-16,The role of hydrogen sulfide in a Permian-Triassic boundary ozone collapse,"Lamarque, J.; Kiehl, J.; Orlando, J.",10.1029/2006GL028384,http://n2t.net/ark:/85065/d7hx1czk,Geophysical Research Letters,UCAR only,1,"Lamarque, J.",7153687.7,"Kiehl, J.; Orlando, J."
2007-10-26,Projected changes in Arctic Ocean freshwater budgets,"Holland, M.; Finnis, J.; Barrett, A.; et al",10.1029/2006JG000354,http://n2t.net/ark:/85065/d7d79bnb,Journal of Geophysical Research-Biogeosciences,UCAR and University,1,"Holland, M.",1193848.9,
2007-09-01,Observations of freezing drizzle in extratropical cyclonic storms during IMPROVE-2,"Ikeda, K.; Rasmussen, R.; Hall, W.; et al",10.1175/JAS3999.1,http://n2t.net/ark:/85065/d7rf5v88,Journal of the Atmospheric Sciences,UCAR only,2,"Ikeda, K.; Thompson, G.",8890879.3,"Rasmussen, R.; Hall, W."
2007-11-06,Attribution of decadal variability in lower-stratospheric tropical ozone,"Marsh, D.; Garcia, R.",10.1029/2007GL030935,http://n2t.net/ark:/85065/d7mp53jx,Geophysical Research Letters,UCAR only,2,"Marsh, D.; Garcia, R.",2099346.9,
2007-03-23,"Impacts of biogenic emissions on photochemical ozone production in Houston, Texas","Li, G.; Zhang, R.; Fan, J.; et al",10.1029/2006JD007924,http://n2t.net/ark:/85065/d7h1328p,Journal of Geophysical Research-Atmospheres,UCAR and University,1,"Tie, X.",33048.0,
2007-01-20,Coupled air-sea response to solar forcing in the Pacific region during northern winter,"van Loon, H.; Meehl, G.; Shea, D.",10.1029/2006JD007378,http://n2t.net/ark:/85065/d7c829kd,Journal of Geophysical Research-Atmospheres,UCAR only,1,"Shea, D.",17.7,"van Loon, H.; Meehl, G."
2007-07-01,A hybrid approach for simulating turbulent collisions of hydrodynamically-interacting particles,"Ayala, O.; Grabowski, W.; Wang, L.",10.1016/j.jcp.2006.11.016,http://n2t.net/ark:/85065/d73r0t4c,Journal of Computational Physics,UCAR and University,1,"Wang, L.",394702.9,"Grabowski, W."
2007-02-01,Effects of vertical variations of thickness diffusivity in an ocean general circulation model,"Danabasoglu, G.; Marshall, J.",10.1016/j.ocemod.2007.03.006,http://n2t.net/ark:/85065/d70002bf,Ocean Modelling,UCAR and University,1,"Danabasoglu, G.",4662078.2,
2007-11-01,A spectral element version of CAM2,"Wang, H.; Tribbia, J.; Baer, F.; et al",10.1175/2007MWR2058.1,http://n2t.net/ark:/85065/d7qj7hj6,Monthly Weather Review,"UCAR, University and Other",1,"Tribbia, J.",22067.4,"Fournier, A."
2007-07-01,Climate response using a three-dimensional operator based on the fluctuation-dissipation theorem,"Gritsun, A.; Branstator, G.",10.1175/JAS3943.1,http://n2t.net/ark:/85065/d7ks6rtg,Journal of the Atmospheric Sciences,UCAR and Other,1,"Branstator, G.",3940.8,
2007-05-06,Dust emission response to climate in Southern Africa,"Bryant, R.; Bigg, G.; Mahowald, N.; et al",10.1029/2005JD007025,http://n2t.net/ark:/85065/d76h4hpv,Journal of Geophysical Research-Atmospheres,UCAR and University,1,"Mahowald, N.",50565.3,
2007-06-30,Characteristics of large-scale orographic precipitation: Evaluation of linear model in idealized problems,"Barstad, I.; Grabowski, W.; Smolarkiewicz, P.",10.1016/j.jhydrol.2007.04.005,http://n2t.net/ark:/85065/d72r3rxp,Journal of Hydrology,UCAR and Other,1,"Smolarkiewicz, P.",45736.1,"Grabowski, W."
2008-02-01,Incorporating organic soil into a global climate model,"Lawrence, D.; Slater, A.",10.1007/s00382-007-0278-1,http://n2t.net/ark:/85065/d7z038f3,Climate Dynamics,UCAR and University,1,"Lawrence, D.",4521267.3,
2007-12-01,Rain in shallow cumulus over the ocean: The RICO campaign,"Rauber, R.; Stevens, B.; Ochs, H.; et al",10.1175/BAMS-88-12-1912,http://n2t.net/ark:/85065/d7js9qqj,Bulletin of the American Meteorological Society,"UCAR, University and Other",1,"Rilling, R.",,"Knight, C.; Jensen, J.; Lenschow, D.; Rogers, D.; Stith, J."
2007-12-01,Multi-model changes in El Niño teleconnections over North America in a future warmer climate,"Meehl, G.; Teng, H.",10.1007/s00382-007-0268-3,http://n2t.net/ark:/85065/d75h7gh1,Climate Dynamics,UCAR only,1,"Teng, H.",54404.0,"Meehl, G."
2007-09-05,Present-day springtime high-latitude surface albedo as a predictor of simulated climate sensitivity,"Levis, S.; Bonan, G.; Lawrence, P.",10.1029/2007GL030775,http://n2t.net/ark:/85065/d71r6qs9,Geophysical Research Letters,UCAR and University,2,"Levis, S.; Bonan, G.",5566264.4,
2007-04-01,Lessons on orographic precipitation from the Mesoscale Alpine Programme,"Rotunno, R.; Houze, R.",10.1002/qj.67,http://n2t.net/ark:/85065/d7x34xqn,Quarterly Journal of the Royal Meteorological Society,UCAR and University,1,"Rotunno, R.",3431.1,
2007-05-01,Synthesis of results from the North American Monsoon Experiment (NAME) Process Study,"Higgins, W.; Gochis, D.",10.1175/JCLI4081.1,http://n2t.net/ark:/85065/d7nk3f9f,Journal of Climate,UCAR and Other,1,"Gochis, D.",2588623.8,
2007-12-11,Insights into tropical tropopause layer processes using global models,"Gettelman, A.; Birner, T.",10.1029/2007JD008945,http://n2t.net/ark:/85065/d7ht2pkq,Journal of Geophysical Research-Atmospheres,UCAR and University,1,"Gettelman, A.",869595.4,
2007-02-27,Mesospheric dynamical changes induced by the solar proton events in October-November 2003,"Jackman, C.; Roble, R.; Fleming, E.",10.1029/2006GL028328,http://n2t.net/ark:/85065/d7d21xv9,Geophysical Research Letters,UCAR and Other,1,"Roble, R.",2122.0,
2007-08-01,The use of multi-model ensemble in probabilistic climate projections,"Tebaldi, C.; Knutti, R.",10.1098/rsta.2007.2076,http://n2t.net/ark:/85065/d74j0fc6,"Philosophical Transactions of the Royal Society. Series A, Mathematical, Physical & Engineering Sciences",UCAR and Other,1,"Tebaldi, C.",,"Knutti, R."
2007-05-01,An ice-free Arctic? Opportunities for computational science,"Tremblay, L.; Holland, M.; Gorodetskaya, I.; et al",10.1109/MCSE.2007.45,http://n2t.net/ark:/85065/d70v8d2n,Computing in Science & Engineering,"UCAR, University and Other",1,"Holland, M.",1193848.9,
2007-04-06,Solitary wave effects north of Strait of Messina,"Warn-Varnas, A.; Hawkins, J.; Smolarkiewicz, P.; et al",10.1016/j.ocemod.2007.03.003,http://n2t.net/ark:/85065/d7w37wmq,Ocean Modelling,UCAR and Other,1,"Smolarkiewicz, P.",45736.1,
2007-12-01,Large-eddy simulation of the onset of the sea breeze,"Antonelli, M.; Rotunno, R.",10.1175/2007JAS2261.1,http://n2t.net/ark:/85065/d7rb74wc,Journal of the Atmospheric Sciences,UCAR and University,1,"Rotunno, R.",3431.1,
2007-12-01,Implicit large-eddy simulation in meteorology: From boundary layers to climate,"Smolarkiewicz, P.; Margolin, L.; Wyszogrodzki, A.",10.1115/1.2801678,http://n2t.net/ark:/85065/d7gt5nfb,Journal of Fluids Engineering,UCAR and Other,2,"Smolarkiewicz, P.; Wyszogrodzki, A.",532784.1,
2007-09-01,A spectral finite volume transport scheme on the cubed-sphere,"Cheruvu, V.; Nair, R.; Tufo, H.",10.1016/j.apnum.2006.09.008,http://n2t.net/ark:/85065/d77944z4,Applied Numerical Mathematics,UCAR and University,1,"Nair, R.",5894.4,"Tufo, H."
2007-08-17,Multi-sensor analysis of water storage variations of the Caspian Sea,"Swenson, S.; Wahr, J.",10.1029/2007GL030733,http://n2t.net/ark:/85065/d7v40vgw,Geophysical Research Letters,UCAR and University,1,"Swenson, S.",1738010.6,
2007-07-17,Effects of precipitation-bias corrections on surface hydrology over northern latitudes,"Tian, X.; Dai, A.; Yang, D.; et al",10.1029/2007JD008420,http://n2t.net/ark:/85065/d7qc03rj,Journal of Geophysical Research,UCAR and University,1,"Dai, A.",114331.2,
2007-03-27,The global impact of supersaturation in a coupled chemistry-climate model,"Gettelman, A.; Kinnison, D.",10.5194/acp-7-1629-2007,http://n2t.net/ark:/85065/d7xw4k2x,Atmospheric Chemistry and Physics,UCAR only,2,"Gettelman, A.; Kinnison, D.",14547756.3,
2007-03-16,Perspectives on the Arctic's shrinking sea-ice cover,"Serreze, M.; Holland, M.; Stroeve, J.",10.1126/science.1139426,http://n2t.net/ark:/85065/d7t43tbh,Science,"UCAR, University and Other",1,"Holland, M.",1193848.9,
2007-05-02,An evaluation of deep soil configurations in the CLM3 for improved representation of permafrost,"Alexeev, V.; Nicolsky, D.; Romanovsky, V.; et al",10.1029/2007GL029536,http://n2t.net/ark:/85065/d7pc32m5,Geophysical Research Letters,UCAR and Other,1,"Lawrence, D.",4521267.3,
2007-06-01,Evaluation of PERSIANN-CCS rainfall measurement using the NAME event rain gauge network,"Hong, Y.; Gochis, D.; Cheng, J.; et al",10.1175/JHM574.1,http://n2t.net/ark:/85065/d7jm29v0,Journal of Hydrometeorology,"UCAR, University and Other",1,"Gochis, D.",2588623.8,
2007-11-01,The importance of the geophysical context in statistical evaluations of climate reconstruction procedures,"Ammann, C.; Wahl, E.",10.1007/s10584-007-9276-x,http://n2t.net/ark:/85065/d7dv1k4p,Climatic Change,UCAR and University,1,"Ammann, C.",0.2,
